address,amount
0x49e0c0c06b33967b5f08330b7185ae55a7d9930a,15000
0xa7bc49339b416c310f0c0d9a8e6aaa0d71178696,15000
0xed5d34f11dbc7168360c62b352d87252cf0b0896,15000
0xb6a2d9ef79b4b646e666fd0018d9287eb16175fb,15000
0x4ba0af279db794abaeef1b256fede87d61283c74,15000
0xcb4df53fc3d4e2a85d364a798f4e0f1e8e4e04d2,15000
0x1a5026a8835fd57f57d006ead2b1ea3041567c41,15000
0xf2cb7fc524ccd2d2e51105666aa80d281a750d5b,15000
0xf802cc06550e5a35000b2e9ec2348a107e124dfc,15000
0x394bfffd78fdfa92e91f3c871d9d6f549e3a9372,15000
0x4cffccc92d7fd828590726f0fc42647483400266,15000
0x5ea4b37ad0488dcdf13d1d237da39cf36bc8e11b,15000
0x8f93e40090f48100627f9223e2e7fe8c23d2613d,15000
0x0eb3770b2be245395463ffd06852d8fbf0232b38,15000
0x8ca7bcbcbd6d0b8fdacde76f8a982f504910bb31,15000
0x602b43fd59cd876dd960f79e1c26286e2ab6c2ea,15000
0xd86a359ba2139cd3c667f61b2cda36e2db2bf9a9,15000
0x7ddfb3488b786c248eb6aa66ae5633ad00fea517,15000
0x62d1adc704bb41be7714611d19468606eb3d19fa,15000
0xe338c22c5129e2529cfa6dfedfdce639478a1311,15000
0xed81d7820118392a2a1b79091eb0388a8c1aafa9,15000
0xf0f49871f422ca01f251671bb090dea684975f7e,15000
0xe1cdc03549725d83b0330d9e68f31386225fe5a3,15000
0x8206a30bc1180b61ccac9cfcc9262d477be2677e,15000
0x5eb812d2d3b4f224f865d8e6f0f15b42e9cf81ad,15000
0x0fa5881cd1aaf058e6e7e41722822b138a0dcb33,15000
0xe27a45fa31a1260ea21c04d5ea979a8e839e78a8,15000
0x06149cb0c1af7e96af7b30965a68f9c5e60d3ade,15000
0x567aa8fb053358592991b398e483ce515022b1f9,15000
0x17660a6687cf1ccb99fb5871b23d2a9059a53953,15000
0xa49d92639ab985112d3b527117188093d89fdb21,15000
0x66ece4afc956f7191d305737460e7b88e1400ea0,15000
0x00f6f632672b250d4ae9015e4fcacf97ff748888,15000
0x79d2b406cb061c140e0f0c6af6ba8a87f8cab1f6,15000
0x696d74d49d48e97f2d577651b848b5f5074e0921,15000
0x2b052d3ce59042ab9f343d3ed4d35825563ba34a,15000
0xae075efa59128e5f05c029cca82e4abb6d3e463c,15000
0xb40ec0f1b5a2588f5229b939587a610799093363,15000
0x26dcd0614d2979f9b2e08d4a1fcbbe223aaabf38,15000
0x5c25b179c82989c2007cd1464327fcce88daa9a9,15000
0x3880d0746ea740cc281f2529e475e9e4310a967c,15000
0x3b50929707ce2c965437b2a400afe96d9c1cf940,15000
0xe80a533bb45178d1c8124f211afce1663cad3261,15000
0xb5b7af6d35ae44734098ab39f6e9a266e1108ea3,15000
0xcb63654cb930d6838c6d32f02ab627dcf80528db,15000
0x63bdf47f4d7b732bf00864cbb1888c5303549041,15000
0x048f2b3d4cbc746e9903cf9bfc07cc92c9a5f574,15000
0xe4b242e7c18aa8453a06e4aa3c3b9f7cbde2dae7,15000
0x1131a52f92eb98590f82c534645d3ba4cd221989,15000
0x8278507a109ef47aa38f04f6c46447e8b4467577,15000
0x1accfeccc3d0249247c9576f39d86892990e368d,15000
0x3b9948fa3d2b656333ec043e4582e25521db6cef,15000
0x6e2436f11269bed97cb97da42ff2c82b8e429b53,15000
0x963858fa3cdce52140592ab520473f12cbd5e34a,15000
0x1b751bf1459f8e28bdf0e01b0ff1a160b113f63e,15000
0x4e46968e3e6740a741ebbca1315306f566cf0837,15000
0x615b1561be701bed9379c13019294b7d09face11,15000
0x074ddd0d576e5ea3b29e7ba48499006beb0ee12f,15000
0x35793ba96e5e1faa752cccd00c01dcb4c9902d51,15000
0xbbeabaca9acae7e86ecc799c9e639c9772dc12a1,15000
0xb14b854653078e11ccc81d46d8c07fa03b5511ec,15000
0xf0c74386a236d10c1513a3b19e9d15fb4f054619,15000
0xadaaa9702ca81b5b7f3f440871a318a7f9e2a7ba,15000
0xaac82ec70de3d581f031d63f3a809fda08c85b13,15000
0x5e11b1966ce61117fcf10422b74e52d2a10b4ad5,15000
0x5fa389f38e8af15ddf0bdaab049819e21dfd272f,15000
0x7978d7a72468f81dd3c33ad2b44097ef2cdea789,15000
0x8705582068705e459b36a32a4dc297433b6cf76d,15000
0x6cf6ba3776bbb4cfa7d5e92177736acb14db3201,15000
0xf4b1e4c5b4af0f47c07540ceca8536de80cc5a14,15000
0xcefe74b99230feaad28db3a278c72f3d7033a550,15000
0xab3d6404cfc5294b374f9fa4383ed2498854f880,15000
0x94e70c8abee7fa8f4fae6a5356af5f2b996e53de,15000
0x6bc18becb96a3c5d46bc95122e0371126e84afa5,15000
0x2293514911b543891665348a38866c527055d95c,15000
0x75b016691bf9451ba02803c54933717cbf562016,15000
0x4908e6e47601227c10721f8967f015a6358eca5c,15000
0xc9483176cb7ef31cdd0024735cb6f86ee12f4ef9,15000
0x618ff7c758bcfe00cce6256881963bada5a09b23,15000
0xdef9390daa396bb92ed1d8b3c1cdca4688a256fc,15000
0xa68179e12a402ffc24fb0c37de1a7c4cfae3c5e4,15000
0x994550f5eb03048e21f4541b77599ab36292c9c7,15000
0x329398e03ed0b74e828042ed30ccc5ec20ca969e,15000
0xc987afcbb3e05d72a89b514ef14f68abca07d006,15000
0x219e0835989a63e07d47c3a0acba0a4e4a45ac45,15000
0x95ed27d039fab3cdf50fe27fb837e19e582f7dd6,15000
0xb65210984257817e014b5eae741069ed5aedb4eb,15000
0x903e6b4f428f2afd8b52b042957de21af2cbb8e2,15000
0x7724d0b12cbca0d812db50df0ad0e40211fd9c4b,15000
0xd4099c369e786cffbcb7a5191ea82b65ee86d0ac,15000
0x8c106ff1484bbd38acb8da0e55776dfd8ae53185,15000
0xc4d59c13872c0885304e551f67ea75efa7d0b14d,15000
0xf6ecec7185b9b308fd67ea8130946afc2065008c,15000
0xad3ee1b0a63e3442571e0a3fb47200c81fee2bf0,15000
0x2e4bcd4566920d3e88ab50c70bda38d5dee05d1d,15000
0x61c690f1f383981cf5949b2b03b4b97b284d7b44,15000
0x3c8da893d802e3dc03b64a8eee72593b648889c0,15000
0x55cfaeabecff33245926a988c56cb789c257b975,15000
0xfac4262c383d078f6a96bfc455aa2e2e1bda220f,15000
0x7309f6be87401321d7830739e0e634f79eeca2de,15000
0xae924e7f7bea4d0bd95d681e81582e3842260636,15000
0x5b9e72e1ecccf8b69ca783ca1cad34a9cba85fb2,15000
0x1f05c01a719138a862144e662be7137f2530d06e,15000
0xc7428c6d2c79634b0afe284d6ae90b5b88166f68,15000
0xf474ca9ac7db2512a07478656c5fc12b507978ce,15000
0xaf0a2cc59a63db22d09ab8138724d93071355c8d,15000
0x2a206eb039c7fb518b4c78c2234ce9e9e70202b0,15000
0xc21d1d87ff05de1a625bc927ce0f9330c95225cf,15000
0xf2305851f15105a6c6996536d6882aafb2ad022d,15000
0xf0d7a098f38fd79e37800aadca3cf2b5a5e378c4,15000
0xf259f58b182b120ecf68ab510b912bd8dd87b3ec,15000
0x2a47182d122d709420d42becc2a2ebd61cd39bbb,15000
0x303068cb328ccc694a48d1c30dff626335887457,15000
0x671aab8fb54a384a2d358451b9bdf7c6d441303b,15000
0x45b01bd095ad18f1ae7a83eca65722cff9287942,15000
0x4f3b3b13848db5769ac629422e06071e987ec979,15000
0x0bc83e974de6c636063a90153fff3b8f8cc2d01d,15000
0x437e1dc933c90879649be80681d1e98d04fb95c2,15000
0xa7c3995214b953ba32839f6ba2d3c0716bc6fc11,15000
0xe3cf5fa5cb7e23ca5792c3253a11d6c8059e5998,15000
0x7f8c53c90c86cb40a3d1db90633ccd75637747eb,15000
0x248db4513bd06f3158f3acfd80fb81698720a17f,15000
0xe86accc622025c7a0e30f0ee6158afa961926792,15000
0x7ac065a7462af18c9d181598bcd08353f06aecc9,15000
0x8344092a855da7795d1ab8b6f54e2e66e24f999f,15000
0x1ee7aeee409bf3898f7625d125471dd00de2c27f,15000
0xe66d38f4ce520f4685255c85dec6da21d721ffdb,15000
0x410b929b4f1b74d39d80924fda9b807810d08089,15000
0xdd6827f3559ba63ea2f2b212e7c3c308d4dde5f3,15000
0xe53af7bf7df84f440bbee242cb02b8d3422dad3c,15000
0x68bc0459051bf29d37a23324e8774896889ec0a0,15000
0x2b7a866c8a1735cfabe71f7916c2564db2338a7d,15000
0x1baa9f063660800d4a4b31fb347c92f840b14b9c,15000
0x30629f2ca0a23d0a825a856873e7f5581ecea639,15000
0x22a0d0a0e613a28a51e30c1335d94032bf353e75,15000
0xcba9a44acda1d88993dfe5b1cee3015cd9028fbc,15000
0xfca11ad8e98d7fa5edf78a9c3c03897a6ea73035,15000
0x18db943137e0c12f18b88ecc56fd0051f9a8459f,15000
0x1e7b98e19cb41a594a49dfb3687026bb5cad8b52,15000
0xfda3b7684e00d2a9aeae1b1a37de81fa95c298fa,15000
0x35e4e92a372daff8c0264e1a715e7950c8f47580,15000
0xd9b4278a7af8b6b5d6c3dd4f9ce9dd47b8ef2a20,15000
0x6b0a183b558a1510ccc3f250f847584f4b4b7fff,15000
0x00d80668f143b9a79d15c1b174740ada8dbd485b,15000
0x8c055a8506644be12e915522d4d6dcb302dc16e4,15000
0xc277d40a078a23a3555d258ac08c06098b08403b,15000
0x8739103540aeca0dd4d85dfbf370cf471ac2f9f9,15000
0x65d7dfa539ab02d77447551f1ff96289e7794850,15000
0x759385732c74f4ad702e4a3f1c6869623cdece76,15000
0x90a966bd61640ef1db728a2306411518e31d285a,15000
0xc55dcec99de69dda6466265b18df04931534ecd3,15000
0x2e4f2c52be3b658ae19aef5eb9fa46051b0de141,15000
0xcaba42eb0918e095ee37a2d00cb4665607b499f2,15000
0xe1e478ee0ffa2a8a929a05159681281f262995d5,15000
0x0c9512cd871ae50dec0dfc4268b4f969c600a5e7,15000
0xbe0b141fbc1084845a5768971b0e4c8cb9024725,15000
0xbeaaf8a3863393566bddc56f605499a90882d272,15000
0xe33be990cf37ff85da565d7926a6085f92b475c7,15000
0x4d9d00d3dfd6e8e4224f67ed55db9780a26aaae2,15000
0x518594e1da5d358809548723266fe84afcf81464,15000
0xc2e1ba918e7b0ff3f89c37992702b1bf7ce30546,15000
0x381c5c08043e981e3134a9076326fa02ec0d6076,15000
0x01c4bf92deda45605f6407bf6ddb11a5dc7146ab,15000
0x88ccb6c15e19346ff177a8ba27d22721ebeea5d6,15000
0x7a957a23b489c43dc45dc9a32f73d6ee5ff561d6,15000
0x4f0259bc970e1121fb786aa1597238a5d724e908,15000
0x5800822f7eb5301fd233d4081ca39f733bd447e8,15000
0xb21065b2275544c3791274f4b175a48acd1ef5dd,15000
0xff19f87e6d03b9adb70a800c0abb7e4799d3188f,15000
0x682974f0a5fe32db6f8f35ec96350573d743dc85,15000
0x8cb69d744f85709e7b6a5928861bdfebe16cb9b6,15000
0xd83fba51a090217f1d6fec84f7745027ccdf9c37,15000
0xac0468a03b550ad43152dca2f87029f06c0b09e7,15000
0xa0e99d2d4d790c693c7ed0d49aa88a7d8e66194e,15000
0xec15eddd34fdf0f91c904554218ca8a5ff5c6424,15000
0xebe6762e00fc6537dd32487e285e54909920e839,15000
0xc62da63946ab6f141f6e3378bb902c33773873b1,15000
0xbd1f3e6993e56713cf337f3b5c32252c278c7161,15000
0x5f85c077fc3b0d4a9c11418ad522482b1af55950,15000
0x5569e7ec942e4a6949aa1787ac951a5c4c311cab,15000
0xbbafa70fd3c7168ee10a80e33c73c1d8b4f7076c,15000
0x7007ce5185056d55d99ab4389928a41178b570a2,15000
0xf0e2ddb3960e3b349eef5efe6e32471391055b17,15000
0xfe16fa5321eb67fb451e49cb9e7e420cf8d3573c,15000
0x409e378358d2ea885a4b7e383c350150845b4ef3,15000
0x4c07665850d9c389255705dee1c8117bf7a6e938,15000
0xf1db72aa27142cc906d4a1c667bba292b84f92c7,15000
0xe782b534e2b471bd94c731dfa0d30c60ba8a81cd,15000
0x9e50e72ef88633cca04fc4afc4d66865d9d53756,15000
0x1c7cd8009d56f0db67d1b66702232b7f3392feff,15000
0x8b434c268dbdc68affae2738fd725f946cf3cd4d,15000
0x60ae18f73da4e49d6f08e5fbf240d7558400b80c,15000
0x3ceceb8524863fb47a3fad75af04384bbc3ded96,15000
0x4c464b773206285d131100606555f376ef9cc969,15000
0x475890fb8fcfb28ec3af2cf64feaf398c63bf23a,15000
0x94998c4d7aadc535edf5fef980950ab9e0e745bc,15000
0xd1c88ef34c2baecc9d314fa917d91ddac7b619ac,15000
0xa4d68a30f2c741f51e1615eabeed56d637c56108,15000
0xb68174c302f924e3b4dad74e800e0e37e69bba9e,15000
0xa9fc80799cb403e2ae640f56fc46af236a559879,15000
0xa3d54881bc1ec0bf096dc1013ac7bcbc8967b296,15000
0xaf1772fb037700e3584a6a1ded15e1671e407513,15000
0x83dfb9b64316d9f43ae0bdfcd4382f5eb246ce74,15000
0x60e134ecd59fef2ad1e0593d19b6ad2fc72f4215,15000
0x2fdee5ea69ddd85c24cbbd5a9355cce1029e1caa,15000
0xd871c56d18816b66dac6e94ff37c1ffd12d76518,15000
0x7a1746576cf31ace627a5abc675f9a2cd9bd6552,15000
0x3e171ed63456cb9121fdef0b60f5935ea78e350b,15000
0xb9e4c7c93725caf6022b17d5346374230116da37,15000
0x0f522517d3d6ea3f31855ae87df8eb76e776d770,15000
0x224290bc052af77fbcf4d525726f17b58508324a,15000
0x2756d8ddf1ce7207a66c277cb339aef8ecaff767,15000
0x2c320be788470461c428d9c39d9347d0fa313be4,15000
0x4ae91dd7106ace9e2ab7c17a451805e5066a53e8,15000
0x5d762754a0b8cb6b8f1aadcd08ddb94d1d6f36c9,15000
0x0a433c92d0196964c5810b969299508634656859,15000
0x2ffda3f7a595d3b9d40e53c137d4da8ad7f06fa6,15000
0x93fde134cdb1e8a644efe6d875d5b6fe1fbd2e94,15000
0xbaa1425e8a5ad8ecab2d0816412367a788a1a720,15000
0x990fa7e7bd8b35ddf5a3262d85ca8df830da2176,15000
0xc82149edcb821745d72eaa3bb039f3120108834a,15000
0x26e59e713bc5473c3ed7f1449a2c707a2210e5d8,15000
0xb0b83b2eadde48083413244d89378c572e5578f0,15000
0x607c1cdd7d0c7e3e64d20facf5ca83b68218cf0f,15000
0xf7861c0efebe8a0f8ba2f465f392168d4a3b0a56,15000
0x1e0c260d2ab050b47148a44f0d58fc21b4fc4127,15000
0x387d56f2e787fa63c1a59558b5b09a6d98bd18c9,15000
0x86624abde01a7f96be9e74d23101eb4696500b65,15000
0xb1876f8bb0af646dc34017b3438059690a31a53b,15000
0x38c541d521e1f75b51e1c33d7090c5a7fe9632bd,15000
0x0eedfc093f91ceee4466c5c7004a2e9d86e49f35,15000
0xb7f7b2e504224d402eb43f5893c997652b19b826,15000
0xcc9c0d915281253b0dfc4b0399a9bd328302668f,15000
0x44e0a8a60a3f460877911e5b2bdc89112be7f4fd,15000
0x19f34191339e298bc2085390b3ad75c7ec0c80b2,15000
0x520a5fc9f0de0de1578e8cfe642ce75c33981156,15000
